,MH
42428,-0.42655799
42589,-0.13032
42697,-0.68469101
42797,-0.56
43062,-0.187319
43141,-0.57395399
43288,-0.078575402
43291,-0.38138899
43999,-0.059999999000000005
44263,-0.028253799
44623,-0.69999999
44705,-0.36000001
44708,-0.11786700000000001
44989,-0.24824999
45288,-0.74000001
45302,-0.017145701
45420,-0.0350402
45600,-0.328776
45938,-1.12
46143,-0.8663280000000001
46742,-0.15037799999999998
47143,-0.0099999998
47201,-0.30500001
47332,-0.16
47885,-0.401539
48213,-0.55163097
48656,0.23621399999999998
49013,-0.58999997
49218,0.16039801
49238,0.015
49659,-0.12
49814,-0.60000002
49847,-0.5431630000000001
50530,-0.33165401
50531,-0.55838698
50566,-0.54000002
50942,-0.140874
50944,-0.110775
51038,-0.27701899
51295,-0.22525001
51506,-0.047527701
51800,0.014556399999999999
52077,0.080570497
52128,-0.34999999
52185,0.54015797
52352,0.18150701
52388,-0.033891801
52584,-0.070880502
52634,-0.06602670299999999
52767,-0.0988295
52944,0.025710400000000005
54167,0.317727
54221,-0.270215
54747,-0.41966599
54798,-0.94
54946,0.12420999999999999
55128,-0.54847801
55562,0.10803199999999999
55578,-0.63957101
55654,-0.60399002
55752,-0.474051
55978,-0.30294901
56029,-0.29174101
56323,0.065596104
56676,-0.72250098
56681,-0.039999999
56732,-0.360663
57426,-0.53818899
57557,-0.157915
57950,-0.46516599999999997
58210,0.119407
58234,-0.271256
58429,0.38003701
58641,-0.028632401000000002
58649,0.25804201
59147,-0.59123802
59168,0.078813203
59324,-0.034141398999999996
59335,0.146209
59361,-0.43078299999999997
59556,0.31431901
59944,0.080567397
60436,-0.55817902
60504,-1.22
60673,-1.01
60709,-0.14430299
60920,-0.28
61037,-0.25860301
61041,-0.14802200000000001
61042,-0.51956701
61392,-0.316006
61458,-0.32777199
61536,-0.19425701
61746,0.0821658
62020,-0.27510399
62528,0.121375
62939,-0.37
63285,-0.17498699999999998
63376,0.30156901
64095,0.059999999000000005
64096,-0.41446099
64317,0.23379201
64607,0.06257899900000001
64771,-0.12123099999999999
64788,-0.124526
65197,-0.35405201
65880,-0.2
66039,-0.43000001
66072,-0.41
66453,-0.77427202
66612,0.00833112
66623,0.093057603
66886,0.0048862798
67382,-1.1029
68101,-0.47
68853,-0.027978298999999998
69457,-0.091453403
70040,-0.27000001
70199,-0.49000001
70226,-1.1
71150,0.065103203
71428,-0.486238
71841,-0.47060099
71970,-0.059999999000000005
72328,-0.229423
73184,0.13367499
73496,-0.28999999
74079,-0.245812
74377,-0.40000001
74889,-1.03
75309,-0.52999997
75373,-0.517483
75726,-0.47
75752,-0.228398
75886,-0.69
76275,-0.34999999
76770,-0.039999999
76782,-0.51871097
76896,0.059999999000000005
77147,-0.56841999
77507,0.28235701
77537,-0.179318
77540,-0.11381400000000001
78402,0.373261
78442,-0.48903501
79089,-0.75724298
79147,0.05164830000000001
79211,0.23999999
79408,-0.67000002
79413,-0.038885001
79537,0.14859299
79552,-0.071442902
80285,0.079999998
80527,-0.318701
81096,-0.14
83141,-1.08
84165,-1.2
84296,-0.69999999
84702,-0.60000002
84706,-0.07
85132,-0.55000001
85276,-0.31
85378,-0.41999999
85414,-0.56999999
86716,-0.81999999
87066,-0.49167401
87294,-1.05
87866,-0.47
87921,-0.41
88042,-0.52538502
1048,-0.69999999
1248,-0.47
1419,-0.37
1804,-0.14
1961,-0.11
1965,-0.045105300999999993
2699,0.0
2971,-0.059999999000000005
3082,0.15621901
3822,-0.63
3914,-0.281129
4097,-0.279989
4943,0.07734639900000001
7063,0.122673
8143,0.152456
8434,-0.19
8669,-2.5431399
9713,-0.56
10235,-0.31
11797,0.0
12069,-0.81999999
12535,0.16
13008,-0.49000001
13789,-0.47
14567,-1.0700001000000001
14931,-0.194969
15817,-0.68000001
16449,-0.28999999
16750,-0.029999999
17916,-0.25
18485,-0.88999999
20166,-0.2
20269,-0.57999998
20401,-0.94999999
22536,-0.33000001
22660,-0.74000001
24112,-0.53114802
24494,-0.49000001
24741,-0.54000002
24830,-0.44
26042,-0.88
26112,-0.58999997
26151,-0.44999999
26550,-0.70999998
26836,0.0
28064,-0.41
29416,-1.05
29461,-0.51999998
29752,-0.5
29762,0.1
29875,-0.059999999000000005
31766,-0.1
32929,-0.55000001
33092,-0.34999999
34179,-0.4598
34812,-0.33000001
35429,-0.24345300000000003
35790,-1.24
35877,-0.029999999
36179,-0.58999997
36605,-0.44999999
40924,-0.17
42261,-0.31
42378,-0.34999999
43145,-0.57999998
43337,-0.0099999998
45275,-0.31999999
45559,0.25
45789,-0.31
45995,-0.34999999
46160,0.12941
46509,-0.09000000400000001
47190,0.58653599
47951,-0.20652901
49206,-1.17
49680,-0.51999998
50051,-1.0700001000000001
52529,-0.450589
52574,-0.41999999
52726,-0.31881499
52920,-0.021417500000000003
54043,0.044198900000000006
54593,-0.34794899999999995
54840,-1.25
55231,0.055085
55595,-0.68000001
55846,0.032989599
56777,0.047892101
57218,-0.643336
57342,0.0
57360,-0.1091
57781,-1.01
58268,0.25
58368,-0.0244078
58516,-0.27922699
59243,-0.46182799
59314,0.27000001
59430,0.27267399
59615,-0.12382
59619,-0.23999999
60009,0.054787199999999994
60155,-0.1
60424,-0.36227599
60625,0.16034199
60952,-0.13
61137,-0.012146200000000001
61656,-0.52999997
61906,-0.0154379
62004,0.086822599
62388,-0.75999999
63276,-0.25
63575,-0.027255098999999998
64391,-0.34
64780,0.29170099
65184,-0.73000002
65978,0.13
66430,-0.56269097
67642,-0.77999997
67696,-0.61645901
67880,-0.017477401
67884,-0.200515
68232,-0.63
68529,-0.11
68997,-0.59666699
69080,-0.37049901
69127,-0.15000001
69170,-0.76999998
70890,-1.05
72230,-0.45761599999999997
72268,-1.02
72373,-1.1900001
73558,-0.34
73890,-0.50999999
74036,-1.21
74462,-0.41
75304,-0.51999998
75550,-0.70999998
76307,-0.07
76369,-0.22
76488,0.230138
76720,-0.99000001
76787,-0.58999997
77140,0.14095201
77578,-0.059999999000000005
77709,-0.54000002
77716,-0.31
78631,-0.58999997
78929,-0.23
79004,0.25
79184,-0.43709299
79374,0.0
79579,-0.28011101
79748,-0.109724
79931,0.057500000999999995
80180,-0.36378101
80184,-0.77999997
80226,-0.22555199
80412,-0.029857401000000002
80475,-0.25999999
80915,-0.46000001
81044,0.050000000999999995
81200,-1.3
81358,-0.76999998
81436,-0.33764099999999997
81443,-0.54173899
82052,-0.635548
82233,-0.530119
82433,-0.249846
82464,-0.69679999
82659,-0.079999998
82703,-0.223125
83167,-0.385396
83624,0.153658
84329,0.271072
84449,-0.34
84532,-0.303615
84843,0.140329
84895,-0.85600001
84930,-0.69999999
85257,-0.15919399
85626,0.0
85832,-0.28999999
85893,-0.61000001
85944,0.322873
87391,0.29538801
87402,-0.57965499
87588,-0.46000001
87603,0.025450399
332,-0.54000002
589,-0.17163301
829,-0.12082000000000001
1048,-0.079999998
1125,0.16
1391,-0.98000002
1474,-0.54400897
1763,0.15782399
1772,-0.68666703
2000,-0.31999999
3530,-0.44
3957,-0.23
4007,-0.62
4205,-0.60000002
4267,-0.0099999998
4321,-0.16
4979,0.25
5645,-0.56999999
6171,-0.27000001
7064,0.0
7362,-0.29785699
7441,-0.91000003
7756,0.0
8111,0.16
8332,0.36000001
8523,-0.51640803
8739,-0.31999999
9491,-0.23869701
9521,-0.54000002
9538,-0.38
9882,-0.671296
10097,0.0403147
10295,-0.85000002
10384,-0.75
11871,-1.91
11940,0.131853
12445,-0.43939301
12609,-0.16306500000000002
12761,-0.65525198
13347,0.395464
14617,0.21989501
14844,-0.217061
15189,-0.58567798
15443,-0.167262
15819,0.08508989999999998
16097,0.23565599
16258,-0.56999999
16455,-0.38999999
17729,0.114488
17812,-0.059999999000000005
17917,0.084078297
18105,0.0138713
18440,-0.08500000099999999
18513,-0.155481
18838,-0.43000001
19675,-0.14
20459,-0.68000001
21186,-0.14519300000000002
21356,-0.41999999
21519,-0.19343001
22973,-0.530927
23724,-0.61000001
23726,-1.04
23846,-0.0068977498
24229,0.27320799
24272,-0.46521801
24856,-1.4664
24857,-0.25932601
26123,-0.333188
26149,-0.046080399
26185,-0.053307701
26198,-0.30105999
26355,0.105127
26386,0.025330099999999998
26389,-0.22985500000000003
26876,-0.19586800000000001
27081,0.16556799
27109,-0.34428000000000003
27266,-1.14
27299,-0.23884401
27655,-0.98000002
27870,-0.38177001
28335,-0.014705100000000002
28365,-0.45840299
28788,-0.601735
28811,-0.29886401
28827,-0.28541401
28975,-0.60303903
29113,-0.227456
29176,0.14508900000000002
29354,0.10398900000000001
29418,-0.56
29589,-0.20999999
29699,-0.53663802
29859,0.022901599999999998
29894,0.182496
29913,-0.35993901
30109,-0.36592001
30323,-0.44832999
30646,-0.170728
30987,0.011203200000000002
31438,-0.41
31443,-0.39568600000000004
31827,-0.26874899999999996
32105,-0.018062601
32379,-0.42237499
32380,-0.607669
32756,-0.167741
32761,-0.00133236
32793,-0.70717698
32923,-0.39333299
33209,0.0
33306,-0.67336702
33477,-0.30012599
33647,-0.85616201
33719,-0.33836901
33876,-0.55680603
34448,-0.538863
34500,0.108223
34972,-0.47904801
34988,-0.81999999
35050,-0.22369801
35274,-0.176121
35609,0.15668599
36145,0.10531700000000001
36168,0.0156946
36362,-0.37333301
36555,0.110285
36740,-0.37803501
36998,0.035993502000000004
37041,-0.520482
37079,0.043087900000000005
37272,-0.127615
37512,-0.31614899999999996
37771,-0.17525899
37855,-0.28776801
37992,-0.043530900000000004
38034,-0.66570801
38086,-0.51267898
38268,-0.26494101
38309,-0.53795701
38322,0.25
38503,-0.029476299999999997
38805,0.321291
39290,-0.40897599
39360,-0.267845
39511,0.34410799
39631,-0.63209897
39842,-0.09199590199999999
39945,0.013869999999999999
39990,-0.0438223
40179,0.0887677
40390,-0.44687599
40589,-0.44348401
40623,-0.171997
41349,-0.23619600000000002
41718,-0.092178799
41836,-0.83775097
41909,-0.49000001
41999,-0.31715101
42651,-0.15716401
42963,-0.26571599
42973,-0.60838598
43232,0.11746400000000001
43470,-0.81
43496,0.22146299
43805,-0.06943730299999999
44550,0.000155286
44598,-0.12940501
44723,0.14
44764,-0.194801
44868,-0.079165801
44870,-0.020105200000000004
45218,0.10486600000000001
45436,-0.11257
45487,-0.55207002
45690,0.15438101
45736,-0.363453
45786,-0.349509
45995,-0.17297301
46065,-0.325867
46147,0.207119
46411,0.0285719
46420,-0.14785299999999998
46540,0.18676700000000002
46574,-0.61012101
46943,-0.305691
46966,-0.36000001
47177,-0.11384200000000001
47233,0.265374
47389,-0.42262200000000005
47437,-0.43963301
47584,-0.40876399999999996
47793,-1.32073
48145,0.037605301
48341,-0.88999999
48395,-0.55000001
48508,-0.091195099
48532,-0.1
48536,-0.350642
48572,-0.13721301
48757,-0.32793
48861,0.0114065
48880,-0.50634301
49051,-0.57999998
49145,-0.24116901
49330,0.25064501
49529,-0.0077752802
49531,0.32132101
49753,-0.043493800000000006
50209,0.29684699
50340,-0.10609400000000001
50491,0.110944
50506,-0.21690001
50520,-0.28277099
50935,-0.02
51086,-0.045878000999999995
51119,-0.380272
51277,0.0120295
51282,-0.14
51474,0.0171244
51786,-0.869901
52057,-0.10456300000000002
52396,-0.15349200000000002
52765,-0.47
52822,-0.352631
52910,-0.59660798
52914,-0.25759199
52927,-0.34999999
53138,0.0877207
53659,-0.16610301
53902,-0.59413302
53976,-0.25861099
54152,-0.77999997
54313,-0.55319601
54445,-0.08830399800000001
54557,-0.20999999
54624,-0.46970299
55416,-0.44548801
55460,-0.178526
55743,-0.287931
56010,-0.24443699
56116,-1.04
56408,-0.43465999
56410,-0.619991
56533,-1.23
56563,-0.194189
56795,-0.199908
56890,-0.127627
57064,-0.191912
57138,-0.24801899
57419,-0.0517314
57458,-0.63005501
57949,0.21935700000000002
58272,-0.48142701
58289,-0.43457001
58445,-0.47
59103,-0.023440898999999998
60233,0.025
60487,-0.57721001
60491,-0.101853
60546,-0.80000001
60569,-0.063810803
60786,-0.98000002
60806,-1.33
61110,-0.029186400000000005
61176,-0.61333299
61664,-0.177563
61953,-0.64762598
62141,0.23443399
62195,-0.37809199
62309,-0.34999999
62759,-0.23
63756,-0.290714
63772,-0.42241001
64297,0.23926399999999998
65093,0.42321499999999995
65132,0.0
65465,-0.43000001
65689,-0.13008699999999998
65842,0.15000001
65844,-0.105669
65884,-0.21335500000000002
66296,-0.384783
66720,0.43063
66837,-0.140403
67383,-1.0
67722,-0.28655401
67789,-0.18841299
68858,-0.085213497
69322,-0.30230001
70432,-0.394701
70624,-0.07947430000000001
71003,-0.97000003
71030,-0.230773
71047,-0.73790902
71634,-0.296325
71845,-0.168486
71951,-0.32793799
72085,-0.5738340000000001
72581,-0.22810300000000003
72584,-0.23354501
72596,-0.58300501
72768,0.059999999000000005
72784,-0.141075
72813,-0.017773399
72928,-0.17346199999999998
73014,-0.049764801
73789,-0.50999999
73819,0.032506297999999996
74037,-0.39482301
74313,-0.45265001
74507,-0.51650399
74839,-0.43807301
74840,-0.354835
74894,0.12324600000000001
75875,0.064860702
76241,-0.46319499999999997
76245,-0.98326403
76247,-0.38867301
76385,0.11
76435,-0.53686798
76605,0.0292757
77639,-0.0129023
77749,-0.19281700000000002
78521,-0.40457001
78830,0.125
79017,-0.23736601
79044,-0.45009801
79164,-0.532305
79405,-0.27704301
80079,-0.41999999
80588,0.35254401
80643,0.0031081501
80646,-0.687343
80725,0.020607900000000002
81822,-0.41
82187,-0.47
82633,-0.69
83011,-0.0099999998
83075,0.45298201
83585,0.156424
83810,-0.029999999
83891,-0.13816001
84101,0.36815
84220,-0.5
84560,0.25
84564,-0.249349
84565,-0.36282599
84723,-0.53171003
84875,-0.82105702
85134,-0.082162097
85171,0.30462801
85225,-0.41
85431,0.33175701
85805,-0.010823399999999999
86747,-0.18697301
87060,0.2
88011,-0.083029799
88828,0.05209010099999999
89076,-0.69
89858,-0.50999999
90349,-0.60882002
90543,0.094014302
90559,-0.54702902
349,-0.73000002
373,-0.0652055
1554,-0.18230399
1557,-0.10961900000000001
1901,-0.44872901
2810,-0.25999999
4006,0.40635401
5273,-0.044422299000000005
5882,-0.46148601
7725,-0.114999
7852,-0.69784099
7853,0.166436
7902,-0.66000003
7976,-0.70999998
8386,-0.56999999
8908,0.123384
8945,-0.74461001
8990,-0.31
8994,-0.170076
9128,-1.02
9129,-0.41596901
9305,-0.16803899
9404,-0.74000001
9712,0.34477299
9716,0.059199500999999995
9851,-0.20999999
10093,-0.336494
10112,-1.29
10117,-0.526658
10330,-1.25
10500,-0.44
10790,-0.57277298
10874,-0.73000002
10986,-0.70999998
11368,-0.26077399
11479,0.357898
11571,-0.94999999
11921,-0.70999998
12005,-0.41144699
12038,-0.37
12425,-0.42522201
12473,-0.25999999
12648,-1.14741
12687,0.22484
14346,-0.28
14558,-0.79000002
16956,-0.44417799
17144,-0.087629303
17768,-0.99000001
17769,-0.273624
17774,-0.30311799
18268,-0.27669999
18273,0.179267
18525,-0.52999997
19467,0.0070141102000000006
19469,-0.52298498
22848,-1.74
26543,-0.47640401
27611,-0.57999998
31028,-0.5
31387,-1.1
31533,0.17
31744,-0.64999998
31746,-0.56
32671,-0.55500001
32694,0.16918001
33624,-1.55
34827,-0.86000001
35067,-0.09000000400000001
35276,-1.4351701000000001
35473,0.25
36415,-0.44999999
38958,-0.462758
39040,-0.15374000000000002
39240,-0.271514
39244,0.21728601
39434,-0.36058
39833,-0.25
39881,-0.349453
40085,-0.37546599
40445,-0.391276
40825,-0.61000001
41099,-0.67000002
41197,-0.426667
41436,-0.95999998
42556,-0.152927
43721,-0.41906101
43723,-0.89620697
44088,0.122574
44251,-0.24847201
44292,-0.176183
44424,-0.44999999
45236,-0.2
45428,0.12
48973,-0.7096020000000001
51604,-1.74
52119,-0.35168901
52744,-0.117899
52922,-0.39531001
53336,0.12723900000000002
53579,-0.09915520300000001
53794,0.12805501
54114,-0.62
54371,-0.105216
54597,-0.34590501
54598,-0.33005199
54601,-0.33109
55357,-0.40000001
55578,-0.36000001
56537,-0.55000001
57196,-0.70171899
58472,-0.049639702
58677,0.13
59211,-0.32128999
59262,-1.0700001000000001
59264,-0.34
59273,-0.74000001
59537,-0.28
59592,-0.154177
59806,0.0565123
60320,0.18934
60608,-0.94
61227,0.27000001
61597,-0.017781599999999998
61827,0.07704660299999999
62249,-0.26122901
62280,-0.02
62282,-0.20999999
62731,-0.216986
63357,-0.25999999
63533,-0.87
64406,-0.15000001
65458,-0.47999999
66558,-0.20999999
67048,-0.37420699
67395,-0.37175199
67825,-0.57577997
67961,-0.38
67993,0.192742
67997,-0.179812
68065,0.0
68234,0.12050699999999999
68653,0.09146100300000001
68892,-0.333478
68894,-0.177993
68954,-0.423814
69066,-0.37
69180,-0.32367301
69182,-0.65436602
69227,-0.16081700000000002
69360,-0.313811
69361,0.28880301
69364,-0.058386698
69668,0.13923
69705,-0.059999999000000005
69735,0.00162465
69771,-0.28113299999999997
69774,0.22
69825,-0.279515
69934,0.56
70237,-1.05
70609,-0.38918099
70757,-0.94999999
70760,-0.074800096
70762,-0.31389299
71101,-0.48120799999999997
71270,-0.182059
71744,0.150922
71813,0.0144558
71961,-0.58794397
71963,-0.19
71991,-0.52288902
72084,-0.60027301
72163,-0.09593339999999999
72292,-0.41264999
72297,0.15196501
72318,-0.61000001
72464,-0.93000001
72538,0.21662299
72824,0.369221
72937,-0.30586901
73148,-0.6802779999999999
73153,-0.12031099999999999
73272,-0.11
73481,-0.05355700099999999
73485,-0.047607197999999996
73764,-0.41
74296,0.024935299999999997
74803,-0.06424730299999999
75261,-0.51999998
75907,0.116307
77006,-0.48706999
77203,-0.80000001
77212,-0.42377001
77613,-0.49499199
77925,-0.76064903
77930,-0.080437496
78000,-0.23
78103,-0.34672001
78255,-0.34
78259,0.0203472
78616,0.12435999999999998
78777,-0.41
78778,-0.30000001
78781,-0.11629300000000001
78785,0.055078998
78942,-0.55966598
78949,-0.51872098
79100,-0.00575756
79112,0.030891700000000005
79113,-1.0245799999999998
79268,-0.29565001
79372,-0.226675
79436,-0.49885499
79439,-0.40681201
79443,0.209235
79449,-0.229542
79456,0.105656
79800,-1.0700001000000001
79803,-0.51541901
79973,-0.51160401
80132,0.208921
80167,-0.24173200000000003
80281,0.07407990099999999
80498,-0.025971800000000003
80513,0.306357
80838,-0.390681
81057,-1.33
81213,-0.26125699
81302,-0.39010999
82146,0.31888899
82320,0.23
82423,-0.14943499999999998
82543,-0.43350500000000003
82672,-0.293109
82732,0.10094
82825,-0.18445899999999998
83079,-0.44908199
83183,0.36400101
83247,-0.101258
83257,-0.11
83259,-0.75999999
83594,0.109277
83768,0.140407
83796,0.12
84345,-0.712093
84600,-0.79000002
85342,-0.22
85344,0.22
85606,-0.33589
85799,-0.80000001
86160,0.00077932799
86170,-0.098483004
86450,-0.19
86899,-0.98000002
87225,-0.02
87339,0.138623
87625,-0.029999999
88017,-0.17
88030,-0.44
88032,0.026061701
88747,-0.55598998
88862,-0.019988
89029,-0.0202123
89492,-0.87
89578,-0.36136999999999997
89773,0.30203301
90015,-0.50670803
90019,0.27181700000000003
90217,-0.14455201
90218,-1.0056
90222,0.37001601
90392,-0.83999997
90401,-0.13437000000000002
90402,-0.193639
90494,0.039144401
90584,-0.0115715
61,-0.59167397
144,0.0086348103
148,-0.58032101
155,0.083811097
370,-0.53989398
371,-0.198622
774,-0.46869501
866,-0.368132
867,0.25672999
868,-0.36398199
912,-0.46773601
1075,-0.066283301
1107,-0.84070402
1112,-0.0122734
1176,-0.24885701
1207,-0.36000001
1247,0.325802
1611,-0.22585
1643,-0.31
1927,-0.48498201
1970,-0.68000001
1971,-0.27718899
2157,-0.23030201
2169,-0.46000001
2278,-0.312105
2332,0.23928601
2428,-0.265329
2551,-0.175143
2614,-0.020354699
2680,0.263322
2729,-0.422555
2842,-0.81
2868,-0.11
2870,-0.34578899
2877,-0.030394099999999997
3068,0.24976499
3113,-0.202767
3118,-0.402273
3226,-0.65889299
3421,-0.46106899
3466,0.028749799
3666,-0.52999997
3838,-0.20846599
3887,0.10432899999999999
4118,-0.70578599
4131,-0.450499
4184,-0.260575
4205,-0.051961899000000006
4588,0.074695498
4592,0.22208799
4609,-0.052302300999999995
4673,-0.19621199
4972,0.24144000000000002
4978,-0.10695999999999999
5109,-0.93000001
5486,-1.226
5544,-0.44
6198,-0.161584
6388,0.0521749
6434,-0.30228701
6789,-0.130234
7234,-0.49807501
7424,-0.51047301
7622,-0.56
8148,-0.14879499
8162,-1.8
8233,-0.36864501
8337,-0.38235301
8339,0.17726301
8341,0.052852197999999996
8533,-0.31893501
8603,-0.35561001
8612,-0.54428399
8751,-0.28803399
8807,-0.155802
8933,-0.041057698
9781,-0.55094302
9788,-0.56999999
9792,-0.35388801
9937,-0.94999999
9938,-0.34
10327,-0.042337800999999994
10531,-0.27365801
10676,0.069216102
11087,-0.555834
11209,-0.42914399999999997
11523,-0.95256799
12503,0.32397199
12975,0.0983935
13165,-0.11206300000000001
13573,-0.047340401
13577,0.27855301
14035,0.17
14134,-0.29725501
14568,-0.0155459
14833,-0.42156499999999997
15173,0.40301499
15177,-0.031304002000000004
15485,-0.47999999
15541,0.0055704898999999995
15740,-0.163018
15760,-0.27166399
16107,-0.49000001
16112,-0.353329
17534,-0.32463899
17879,0.044355600999999995
17883,0.0009711700300000001
17884,-0.51999998
18204,-0.25
18259,0.0
18539,-0.42902899
19443,-0.029745099999999997
19918,-0.63258898
20360,-0.09006950300000001
20509,-0.22
20929,0.0057542799
20975,-0.79000002
22276,-0.17327499
22493,-0.459012
23034,-0.072689503
23066,-0.41999999
23167,-1.3200001000000001
23187,-0.47999999
23635,-0.35293099
24290,-0.50543898
24314,-0.44999999
24683,0.19
24751,0.039999999
24759,-0.57703298
24867,0.0489095
25051,0.18831099999999998
25213,-0.00034998401
25662,0.0103081
25762,-0.84555203
25886,-0.150815
25888,-0.22596799999999997
26147,0.23946399999999998
26892,0.33630499
26935,-0.68967903
27160,-0.58999997
27299,-1.29
27378,-0.21351001
27531,-0.25543699
27618,-0.19864599
27725,-0.69
27767,-0.12025999999999999
28049,0.162716
28267,0.17807699999999999
28465,-0.17231300000000002
28741,0.15295701
28952,-0.27328199
29193,-0.92000002
29232,-0.335563
29427,-0.26499999
29606,-0.0038465799
29639,-0.431279
29691,0.0255534
29874,-0.156197
29914,-0.55877
30115,0.21266501
30537,-0.60429698
30575,-0.35911101
30760,-0.18000001
30773,-0.41473699
31632,-0.097037703
31720,-0.0091906097
31868,-0.47
31888,-0.079999998
31985,-0.54738301
32206,-0.235021
32414,-0.5
32418,-0.33683699
32442,-0.30000001
32514,-0.57249999
32858,-0.063384198
32873,0.209048
33082,-0.56
33425,-0.15229601
33692,-0.25999999
34554,-0.111427
34577,0.17158601
34901,-0.24880899
35120,-0.63
35238,-0.38337401
35469,0.16749001
35583,-0.57024097
35648,-0.67000002
35800,0.16650701
36026,-0.26558000000000004
36173,-0.188151
36175,-0.062659197
36177,-0.182886
36314,-0.081479304
36624,-0.27638099
36707,-0.32365501
36736,-0.018072801
37151,-0.69476002
37629,-0.25999999
37822,0.021748601
38293,-0.25999999
38396,0.02
38674,-0.035920199
38995,-0.44
39003,-0.28999999
39679,-0.79000002
40358,-0.44999999
40463,-0.93357402
40958,0.43828100000000003
41579,-0.60000002
41602,-0.25
42321,-0.26379400000000003
42539,0.27376401
42962,-0.82999998
43156,0.32828701
43194,-0.050000000999999995
43402,-0.331597
43615,-0.87
43619,0.0539097
44276,-0.50209397
44289,-0.430105
44292,-0.19142701
44364,-0.97000003
44507,0.275484
44728,-0.51172602
44745,-0.29081401
44749,-0.5954649999999999
44965,0.022000000000000002
45032,-0.27549601
45213,-0.38
46369,-0.034540702
46599,0.155426
46768,-0.42307401
47182,-0.28
47219,-0.143361
47507,-0.44084099
47671,-0.09978289900000001
47918,-0.98914099
47967,-0.07158780099999999
48198,-1.79108
48429,-0.109588
48433,0.030452299999999998
48751,-0.156701
48853,-0.33128801
48938,-0.014230100000000002
49074,-0.78465903
49161,-0.32695901
49300,-0.058148298
49422,-0.48813099
49423,0.27251399
50311,-0.41635600000000006
50350,-0.11966700000000001
50976,-0.33381301
51459,-0.32022101
51685,-0.46000001
51913,-0.18241601
52874,0.15190399999999998
53527,-0.08572450300000001
54177,-0.54827899
54388,-0.076218098
54480,-0.80000001
55375,-1.8840400000000002
55418,-0.72000003
55455,-0.163517
55456,-0.139679
55789,-0.161926
55823,-1.55485
55994,0.21587399999999998
56084,-0.164913
56190,-0.182565
56719,-0.325863
56789,-0.28
56993,-0.38
57046,-1.11
57064,0.36848199
57188,-1.01
57251,-0.12886401
57447,-0.185422
57464,0.039999999
57604,-0.17
57625,0.10441500000000001
57789,-0.41833299
58000,-0.76999998
58193,-0.27000001
58221,0.228687
58350,-0.35682800000000003
58604,0.09953209800000001
59490,0.10685399999999999
59525,-0.024632499999999998
59927,-0.98000002
59929,-0.81999999
60040,-0.81
60137,-0.38619199
60168,0.28
60375,-0.82972401
60898,-0.31357199
61305,-0.45629001
61482,-0.019603400000000003
62107,-0.19428
62520,-0.44542199
62734,-0.34
63090,-0.44
63260,0.039999999
63321,0.18000001
63669,-0.62
63934,-0.72000003
64276,-0.27000001
64472,-0.28854299
65171,0.0
65447,-0.27000001
65634,-0.47
65680,0.15000001
65869,0.111704
65951,-0.46812499
66083,0.38335499
66092,-0.62
66390,-0.8394719999999999
66395,-0.18000001
66852,-0.52999997
66991,-0.79000002
67056,-0.096217602
67267,-0.177926
67271,-0.65516001
67352,0.120206
67932,-0.73556697
68461,-0.25
68650,-0.63999999
69017,-0.441957
69522,-0.37
69664,-0.95999998
69665,-1.1
69681,-0.64305598
69682,-0.62
70387,0.22
70785,0.31082299
71189,-0.015
71394,0.057757000999999995
71395,0.00054623903
71458,-0.54000002
71906,-1.095
73052,-0.63999999
73053,-0.61000001
73641,-0.61000001
73845,-0.55000001
73991,-0.029999999
74169,-1.04
74218,-0.331341
74408,-0.060485300000000006
74595,-0.28488401
75071,-0.94999999
75227,-0.133055
75279,-0.067000002
75880,0.0
76027,-0.51999998
76078,-0.050000000999999995
76279,-0.72000003
76799,-0.21055
77062,-0.46000001
77251,0.050000000999999995
77453,-1.04
77700,-0.72000003
77769,-0.431492
77845,-0.16
77958,-0.31999999
77966,0.23
78160,-0.37510401
78182,-0.82999998
78188,-1.35
78220,-0.69
78419,-0.80500001
78531,0.30873099
78564,-0.226358
78761,0.22070399999999998
78764,0.11423599999999999
79569,-1.0700001000000001
79926,-0.76999998
79946,-0.106993
80061,-0.55000001
80127,0.07
80132,-0.33586901
80309,-0.58999997
80364,-0.58999997
81386,0.0
81729,0.097529702
81737,0.0
82480,-0.029999999
83054,-0.19
83476,0.16046400000000002
83650,-0.55428702
83654,-0.36500001
84592,-0.94
84757,-0.079999998
85421,-0.62
87191,-0.23
87349,-0.81
87717,-0.48259699
88268,-0.28
88382,-0.23
88986,-0.12
3469,-0.28999999
5153,-0.123623
5453,-0.81
5723,0.014625999999999998
5739,-0.93000001
5893,0.027650599999999997
6842,-0.56
7509,-0.41499999
7637,-0.09000000400000001
8149,-1.25
8177,-0.86000001
8248,-0.17
8343,-0.82999998
8731,-0.039999999
8732,-0.205
9357,-0.64999998
10080,-0.15000001
10257,0.0
10418,-0.28
10419,-0.82172602
10769,0.12
11072,-0.41999999
11282,-0.137742
11954,-0.64218301
11983,-1.11
13306,-0.43000001
15634,-0.45471901
16707,-0.087708101
18383,-0.75999999
18485,-0.69
19702,-0.80124098
19756,-0.50999999
19831,-0.38600001
20030,0.23999999
20217,0.039999999
20702,-0.28999999
20841,-0.13
21741,0.0
22247,-1.0
23478,-0.75
25042,-0.43373199999999995
25411,-0.28999999
25959,-0.62489003
25961,0.30847499
