,MH
15574,-0.75
15754,-0.87
22723,-0.44
22892,-0.25
27270,0.23
37229,-0.74000001
44807,-0.47
49840,-1.09
51032,-0.41
52161,-0.58999997
64240,-0.49000001
72056,-0.60000002
80520,-0.51999998
81944,-0.81999999
84389,-0.11
86241,-0.56
87924,-0.09000000400000001
3302,-0.46000001
7129,-0.98000002
7868,-0.86000001
7977,-0.44
12290,-0.43000001
12555,-0.56999999
14177,-0.5
18416,-0.40000001
22571,-0.22
23339,-0.36000001
27700,-0.44999999
29748,-0.34
30848,-0.51999998
32130,-0.74000001
33866,-0.34
37044,-0.28999999
44845,-0.75
51144,-0.77999997
52595,-0.64999998
53964,-0.23999999
55052,-0.49000001
66058,-0.58999997
69210,-0.56999999
69542,0.17
81947,-0.81999999
84028,-0.63999999
7453,-0.5
7894,-0.43000001
9515,-0.81
17227,-0.72000003
25089,-0.55000001
28481,-0.57999998
30228,-0.44999999
37888,-0.18000001
37906,-0.81
38463,-0.46000001
38952,-0.47
48566,-0.69
56975,-0.81
62688,-0.12
64675,-1.04
77528,-0.56
80161,-0.81
82610,-0.25
85181,0.225775
88436,-0.69999999
1022,-0.052225702
2632,-0.36000001
2634,-0.61000001
3341,-0.43479201
3344,0.05408709900000001
4458,-0.24727599
6296,0.09027910199999999
7857,-0.44999999
8383,0.069557399
10158,-0.0089382101
11428,-0.49667099
11889,-0.13119601
13101,-0.37
13305,-0.56999999
15103,-0.37154999
15258,-0.181567
15746,-0.19
15858,0.064124599
16747,-0.73000002
17531,-0.16586900000000002
20362,-0.40591899
22633,0.15064999
27541,-0.114908
29481,-0.072012998
30378,0.33947301
30416,-0.08959910300000001
31067,-0.17763799
31257,-0.34760499
34702,-0.417346
35399,0.375155
36278,-0.44074401
37771,-1.11
37830,-0.34026301
38191,-0.51999998
38255,0.0447997
38272,0.026899099
39708,-0.51027799
39882,0.080446102
39950,-0.56
41126,-0.47999999
41338,-0.13767000000000001
43403,-0.360075
43624,0.0059621399
43843,-0.19945499
44499,-0.41556501
45235,-0.52999997
46369,-0.43000001
46889,-0.26715899
48395,-0.77999997
49330,-0.19946501
49817,-0.47595501
49946,-0.151766
50418,0.12688801
50825,-0.043149401
51642,-0.35448301
51672,0.015205600000000001
53700,-0.11492999999999999
53935,-0.058906302
55004,-0.026230801
55676,-0.066743903
55914,-0.244932
56010,0.043750800000000006
56582,-0.445705
57164,-0.51353598
57325,-0.16961500000000002
57604,0.0187595
58030,0.15000001
59147,0.20832901
61295,-0.55061901
63231,-0.17943399999999998
63333,-0.011451000000000001
64264,-0.5
66018,-0.15809600000000001
67601,-0.29688299
69195,0.045980401
69652,-0.29053
69744,0.049974199000000004
73191,-0.56765097
74207,0.048354201
74633,-0.193409
75791,0.096413396
77383,-0.22423901
77438,-0.203719
77588,0.074564002
78742,-0.37821701
79405,-0.32891199
79490,0.0040948601
80213,0.081739098
80895,-0.20090999999999998
80934,-0.27489799
81442,-0.58999997
81794,-0.078212999
82832,-0.36285201
83080,0.177108
83090,-0.14091900000000002
83316,0.124233
84548,-0.46638799
85462,-0.179069
86935,0.22969299999999998
86973,0.0
87734,-0.31926799
1595,-0.029999999
3124,-0.61000001
3171,-0.17106099
3417,-0.10331099999999999
3569,-0.26059299999999996
4606,-0.191185
5819,-0.50439101
6335,-0.057910301
6776,-0.119676
7102,0.041001599
7472,0.20568401
10369,-0.40887299
10530,0.121422
11133,0.22143599
12810,0.205511
12916,-0.35075501
14113,-0.38
14870,0.460201
16353,-0.41960999
16495,0.08598300099999999
16648,0.13172901
17328,0.088149302
18081,-0.391707
18814,-0.076610498
20151,-0.12067
20542,-0.48162901
20575,-0.44888401
20932,-0.14371199999999998
21949,0.0040486101
22038,-0.69999999
22211,0.00818244
23284,0.128212
23397,0.079957902
24613,-0.32377401
24640,-0.45075699999999996
25281,-0.21029
25509,-0.04702699900000001
25746,-0.117923
26489,0.048829000000000004
26578,-0.18453599999999998
26991,-0.324357
28642,-0.127066
30068,0.31009999
30319,0.0127711
31582,-0.20998699999999998
32232,0.08639539800000001
32561,-0.125338
33205,-0.087369598
34945,-0.026881400000000003
35384,0.0236158
35515,0.23
35910,-0.079999998
37276,-0.225771
38395,-0.434838
39373,-0.152631
39479,0.108454
41396,0.109153
46539,0.28981501
46557,-0.154442
46581,-0.41
49466,-0.103717
49883,-0.047864102
49907,-0.33008899999999997
50110,-0.0022332501
51250,0.31488499
52526,-1.62572
52778,-0.073242404
53209,-0.049277
53425,0.10299000000000001
53440,0.096197799
53484,-0.147769
53953,-0.75
54658,-0.183383
54678,0.072067998
54926,-0.079008199
54958,0.0116554
55005,0.16990999999999998
55306,-0.166749
55884,-0.22766399
56308,-0.55973899
56538,-0.203431
57897,0.164242
58164,0.22047600000000003
58357,-0.29494101
58378,-0.39653599
59656,0.050000000999999995
59968,0.237048
59974,-0.33626999999999996
60393,0.131162
60498,-0.0020077898999999997
61016,-0.086638004
61634,-0.44460299999999997
62304,-0.28234199
62710,-0.056374099000000004
63561,0.471365
64330,0.107201
64717,-0.80529797
65209,-0.355373
65230,-0.114495
66278,-0.027517401
66973,0.14109699
68092,0.32955599
68233,-0.41667199
68878,-0.292564
70608,-0.096630298
70905,-0.38392901
70961,-0.70062101
71583,-0.338808
71584,-0.257458
71661,-0.338947
71754,0.0028243701
71914,-0.12220299999999999
73149,0.08521170199999999
73273,-0.09928839699999999
73951,0.065822802
74031,-0.08391600099999999
74295,-0.57875001
75027,0.24827801
76275,-0.14187901
76627,-0.35564101
76738,-0.24951500000000001
77004,-0.152776
79732,-0.209894
81461,-0.083972201
81517,0.016667698999999998
81730,-0.19342899
82589,-0.49346
83047,-0.205413
83109,-0.21448199
83269,0.11933900000000001
83637,-0.36093801
83729,0.36977601
83900,-0.060345899
84607,-0.30159101
85238,-0.17656299
87157,-0.47138500000000005
88077,-0.218088
89444,-0.069250502
89518,-0.15571199
89564,-0.0180701
902,0.14641300000000002
1078,-0.19780301
1128,0.14291199999999998
1132,-0.48243201
1438,-0.27066499
2285,-0.29431599
2808,-0.063208602
3058,-0.33548501
4310,-0.51339298
5030,-0.47887399999999997
5315,-0.31418699
5472,0.093339697
5484,-0.12
5933,-0.0032814301
6200,0.136107
6436,-0.073897198
6824,-0.193223
7167,0.0296253
7949,-0.35212699
8431,-0.42137799
8712,-0.311811
9224,-0.23443399
9577,0.0220211
10007,-0.306346
10203,0.0528096
10240,0.011345399999999999
10271,-0.43832901
10459,-0.10335699999999999
11446,0.54039901
11489,-0.79214102
11608,0.10580999999999999
12361,-0.13
13037,-0.175056
13164,0.25610101
13715,0.0134869
15010,-0.088271901
15391,0.0085866898
16394,-0.06403259900000001
16879,0.26536
17306,-0.0150518
17782,-0.262961
18160,-0.035
18294,-0.12887201
18297,-0.31131399
18491,0.14624
18523,0.12196099999999999
18633,0.054085098
18878,-0.086246498
19168,-0.157602
20059,-0.23094099999999998
21400,0.09698650199999999
21864,-0.010778
24014,-0.44749999
24731,0.020629499
24915,-0.330412
25028,-0.39134899
25858,-0.060017399000000006
27019,-0.399708
27036,-0.0091229798
28705,0.012515
28853,-0.38929501
28917,-1.4378799999999998
29132,0.45093501
29240,-0.039158097999999995
29961,-0.242669
30228,-0.30441499
31138,0.247135
31242,-0.17102799999999999
32161,0.28449601
32254,0.39899501
33139,-0.30344599
33755,-0.36088499
35486,-0.78708899
36593,-0.151595
36598,-0.314751
37690,0.07632210099999999
37786,-0.27136999
37802,-0.56
38028,-0.15867899
38174,0.0248737
38521,0.123243
39030,0.298466
40245,-0.12830199
40496,-0.088066898
40580,-0.25947201
40706,0.27835399
40734,-0.187244
40986,-0.54607701
42189,-0.139881
42190,-0.30926099
42220,-0.083778404
42566,-0.25343701
43530,0.12981801
43835,0.047641199
44064,-0.28755999
44089,-0.296013
44527,-0.39508301
44938,-0.82160699
45146,-0.27034301
45746,-0.15379600000000002
46286,0.0056538102000000005
46571,0.053055499000000006
47023,-0.428913
47207,-0.198403
47483,-0.335448
48122,-0.0050307601
48702,-0.17851999
48897,-0.160651
49394,-0.78500003
50730,-0.0816347
50767,0.263906
51355,0.082025602
52658,-0.25757301
52734,-0.47893801
52832,-0.416152
53408,-0.23331399
53410,0.0049033002
53768,-0.71177101
53826,-0.16567101
54221,-0.057925101
54310,-0.25339901
54608,-0.26924601
54719,-0.040799599
55941,-0.024291999999999998
56129,-0.61000001
57700,-0.044215102
58227,-0.0049673198
58307,-0.012883000000000002
58439,-0.81
59815,-0.056472
60640,-0.058905799
61359,-0.47578201
61632,-0.059702002000000004
62186,-0.57314801
63023,-0.53284502
63924,-0.171817
65585,-0.32450300000000004
65611,-0.257864
66264,0.36602399
66501,-0.38362399
67688,-0.81999999
69867,-0.23661500000000002
70685,-0.145402
71470,-0.43747299999999995
71967,-0.099468999
72434,-0.58258098
73101,0.011266799999999999
73416,-0.151567
74130,-0.32533401
74900,-0.089369401
74907,0.045365602000000005
76073,-0.73000002
76577,-0.14639799
76904,-0.16
79034,0.049109001
80045,-0.319069
80785,-0.716667
82197,-0.047853999
82645,-0.073890701
82662,-0.41
83301,-0.63
83603,-0.22398099
84630,-0.53573298
84928,-0.05888209900000001
85741,-0.149087
85849,-0.55000001
406,0.39589199
846,-0.52766699
1966,-0.22225399
2439,0.33533001
4655,-0.338911
4878,-1.745
6768,-0.36218601
7440,-0.54000002
7458,0.057777800000000004
8098,-0.00233034
8103,-0.033280302000000005
10820,-0.21194699
10825,-0.0264522
11300,-0.18000001
14013,-0.39551699
14240,-0.55000001
14831,-0.26314199
15486,0.008068780400000001
15587,-0.46000001
17279,-0.38681301
18797,-0.49881601
21160,-0.068347499
21841,-0.44251999
26829,-0.85000002
27217,0.058762901
29137,0.08132410000000001
30698,0.033274099
34474,-0.215923
35863,-0.24079999
37670,-0.69
37894,-0.18000001
39969,-0.47218201
42840,-0.51666701
43543,-0.19338699999999998
44209,-0.43139899
46841,-0.46000001
49214,-0.37
49473,-0.423412
51651,0.0
51936,-0.283656
51988,-0.66000003
54072,-0.25
54761,-0.70924503
55202,-0.64499998
57811,-0.44308701
59205,-0.54000002
59833,-0.060763799
62475,-0.06454270299999999
65400,0.37667999
68501,-0.085220903
68721,-0.29878499999999997
69835,-0.54230499
74241,-0.56999999
74719,-0.94999999
80475,-0.22
83355,-0.50999999
83413,-0.73000002
83959,-0.51999998
85071,-0.22
86514,-0.38999999
88813,0.12570499999999998
89073,-0.44999999
89270,-0.28581199
89716,-0.28999999
418,-0.103929
1493,-0.38
4411,-0.219257
4428,-0.14737099
5321,-0.41890499
5786,-0.118601
7656,0.07420600200000001
9743,-0.51666701
9926,0.057757601
10170,-0.25999999
10479,-0.36267501
11568,0.068613701
11967,-0.28303
12489,-0.33750001
13472,-0.15361001
14225,-0.50199997
14531,-0.414947
14730,-0.60000002
14731,-0.75
14916,-0.176202
15251,-0.28
15875,-0.11333800000000001
15969,0.090774097
16177,0.063871503
17475,-0.35578799
18495,-0.021911001
18743,0.20796099
19847,0.0170651
21456,-0.42700899
21597,-0.43000001
21823,0.039308298
22168,0.14
22170,-0.70999998
22690,-0.61000001
22719,-0.080462098
23427,-0.251219
23987,-0.0146274
25828,-0.13978399
26478,-0.092415303
29737,-0.39690599
30229,0.049352299
30522,-0.30524999
31093,-0.51999998
32949,-0.0085030096
33598,-0.24478599
34236,0.10504000000000001
35191,0.20698200000000003
35269,-0.61000001
36181,-0.80000001
37083,-0.36504000000000003
37084,-0.28
37779,0.147525
37847,-0.21385901
37965,0.06051669999999999
38223,-0.217558
38324,-0.399919
38406,-0.477263
38755,-0.081528001
39239,-0.76999998
40349,0.053299400999999996
40375,0.206581
40646,-0.172994
40694,-0.032855298
41293,0.183099
42879,-0.032794199999999996
42958,-0.46000001
43190,-0.43094399999999994
44284,0.14753801
44816,-0.88282198
45183,0.055388499
46481,-0.12356900000000001
47109,-0.09077660000000001
48020,0.18706
48104,-0.90965801
48285,-0.024258098999999998
48785,0.0115708
49208,-0.36000001
50182,-0.71040499
50521,-0.74765599
50618,-0.019945299
52434,-0.012312100000000001
52636,0.166133
53070,-0.43881699
54695,-0.239209
55276,-0.51499999
59648,-0.5
59651,-0.27000001
61127,-0.31610501
61418,-0.47
61630,-0.97126299
61825,-0.85000002
62271,0.0505725
63182,-0.34693301
64292,-0.43937001
64707,0.33993101
64927,0.386228
65991,-0.32659301
66515,-0.36816201
67123,0.147081
68042,-0.26499999
68546,-0.163922
68591,-0.124609
68595,-0.12021400000000002
69273,-0.14381
69693,-0.40490499
69794,-0.140025
72509,-0.25545201
72981,-0.55000001
73405,-0.26610100000000003
74742,-0.05371139900000001
75128,-0.20405299999999998
78343,0.13919
78927,-0.25791001
79857,-0.27790001
80036,-0.46838501
80464,0.078125797
82659,0.15046901
83290,-0.52997899
84151,-0.31869000000000003
85240,-0.47497401
85916,0.0082928501
86274,-0.44999999
86379,-0.511181
87312,-0.79000002
88168,-0.35028699
88473,-0.25
88616,-0.55000001
89768,-0.37
89953,-0.46118999
59,-0.0114478
262,-0.37
2649,-0.51499999
4652,-0.68000001
4733,-0.53500003
5465,0.094999999
5595,-0.133008
5691,0.15000001
6475,-0.24733999
9052,-0.47
9459,-0.5
10236,-0.54000002
11285,-0.243907
11634,-0.34
12475,-0.054154499999999994
13088,0.059888098
13153,-0.77624899
13473,-0.34912899
13885,-0.25999999
14371,-0.69
15250,-0.89582998
15828,-0.384339
17443,-0.63
17485,-0.55000001
17665,-0.310693
19785,-0.67000002
21759,-0.77499998
22005,0.0222052
22470,-0.363078
22559,-0.57999998
22819,-0.34999999
23984,0.0020147399
24900,0.12946901
25625,-0.287581
25666,-0.56999999
25985,0.15933201
26209,-0.060483000999999995
26970,0.0457009
28811,-0.56999999
28935,-0.25482199
30683,-0.40000001
30722,-0.45071101
31918,-0.13997801
31924,0.15283599
32738,-0.55000001
32748,-0.57999998
33736,0.039281901
34118,-0.10598800000000001
35680,-0.22471100000000002
36911,-0.92603999
37454,-0.25999999
37663,0.0230774
42769,-0.77499998
43756,-0.011603
44416,-0.5188119999999999
44437,0.020921400000000003
45171,-0.50999999
45681,-0.54000002
46343,-0.44999999
46537,-0.050833002
47207,-0.075000003
47653,0.16
49422,-0.33000001
50802,-0.55448997
53617,-0.31
53901,-0.60000002
54312,-0.57940102
54967,0.083498403
55405,0.31524
55478,-0.54000002
55619,-0.5
56300,-0.34966701
56895,-0.15676001
57035,-0.37
57119,-0.33904701
57465,-0.69999999
57823,-0.40000001
59367,-0.5
59430,0.07671450099999999
59615,-0.025535701
64198,-0.224739
64459,-0.20999999
65908,-0.69
66052,0.167733
66220,-0.232802
67065,0.0917603
67167,0.029388799999999996
67517,-0.36397499
67886,-0.40000001
67972,-0.39622501
68135,-0.46311301
68581,0.38443499999999997
69723,-0.139002
69942,-0.20716999
70143,-0.31738001
70145,0.092275999
70204,-0.50553101
70844,-0.435
71202,0.23915100000000003
71365,-0.44999999
71708,-0.008539020100000001
71803,0.079999998
72297,0.11748499999999999
73445,-0.37170601
74986,-0.13535899999999998
75501,-0.58347201
76082,-0.35210001
76448,-0.81999999
77265,0.105993
77917,-0.119924
79221,-0.33333299
79576,0.017451598999999998
80529,-0.030375700000000002
80588,-0.069154598
81257,-0.083665602
81436,-0.34870100000000004
82330,-0.119525
83008,-0.29029199
83085,-0.034589902
83968,0.0080842599
84219,-0.21117199999999997
84834,-0.056719399999999996
85783,-0.152162
85885,0.2
86000,-0.010520299999999998
86616,-0.029873401
87085,0.52253699
87744,0.22998400000000002
88154,-0.36000001
88349,-0.80000001
88927,-0.029412999999999998
89110,-0.039999999
89504,-0.128153
90039,-0.09000000400000001
62,-0.34489000000000003
406,0.12203699999999999
1843,-0.065833896
2286,-0.439722
3572,0.06736149599999999
4020,0.30240300000000003
6086,0.13248999
7013,-0.57999998
7015,-0.18033101
7380,-0.14661400000000002
8313,0.18773800000000002
9046,-0.41999999
10716,-0.10224
10804,-0.041901
11170,-0.15006
12167,-0.49000001
12908,-0.070163898
13087,-0.43000001
14288,-0.334903
14403,-0.54000002
14802,-0.21174701
14945,0.050589800000000004
15814,-0.75
16166,-0.07
17230,0.345559
18082,-0.32972699
18476,-0.34393901
18480,0.09235250199999999
20736,-0.51999998
20763,-0.34850201
21628,-0.56633198
21906,-0.25073799
21907,-0.067611799
22271,0.055580098
22783,-0.57795101
23107,-0.31999999
23505,-0.39090499
25348,-0.0569962
27867,-0.16206799
28392,-0.017274400000000002
30770,-0.14004201
31348,-0.34
31381,-0.15853401
32393,-0.29043001
33276,0.33000001
33440,-0.16982301
35405,0.11395999999999999
36409,-0.412893
37358,-0.44221499999999997
38871,-0.73000002
38978,-0.62
39109,-0.74000001
40352,-0.34
41678,0.111305
43280,-0.47
44675,-0.86000001
46480,-0.30591801
46802,0.245241
47311,-0.64999998
48005,-0.050000000999999995
48631,-0.38999999
49053,-1.2145700000000001
50405,-0.58999997
51967,-0.036942702
54750,-0.81
55020,0.13631099
55367,-0.19
55673,-1.01
55690,0.26245901
61843,-0.079056501
63773,-0.13747101
63774,-0.141534
64737,-0.255
65146,-0.08659770300000001
65462,-0.54000002
66798,-0.50999999
68617,0.16
71169,-0.62
71693,-0.31999999
73798,-0.67000002
78340,-0.54000002
83850,-0.75999999
85404,-0.57999998
85669,-0.46000001
87121,-0.44999999
90579,-0.37
832,-0.63
2760,-0.52999997
2922,-0.17
4496,-1.3200001000000001
6560,-0.172925
7094,-0.80000001
7231,-0.017281099999999997
7560,0.23999999
9946,-0.28978801
10211,-0.72000003
12640,-0.18723901
13060,-0.68000001
14595,-0.030737598999999997
14700,-0.52558601
15137,-0.44
15211,0.029999999
15797,-0.11
18893,-0.31
19552,-0.386783
19946,-0.25999999
20581,-0.56
20722,0.211777
20898,-0.29537901
21708,-0.62
21938,0.13876
24909,0.0607001
25081,-0.31
25119,-0.052404199000000005
25202,-0.02
25949,-0.34
28193,-0.61000001
28496,-0.10094600000000001
29165,-0.0584356
30341,0.17
30690,0.154817
32169,-0.404935
32172,-0.16020299
34041,-0.28999999
34991,-0.18000001
35792,-1.51
36159,-1.01
36894,-0.70999998
39358,-0.36000001
41152,-0.62
43152,-0.63573003
43315,-0.99000001
45023,-2.0999999
45142,-0.55000001
45388,-0.57999998
45875,-0.47
47428,-0.56
47692,-0.80000001
49086,-0.28999999
50215,-0.56
50732,-0.367201
53649,-0.31
54456,0.072471298
56087,-0.52999997
58577,-0.51999998
58642,0.44
59768,-0.57999998
60615,-0.069738902
61234,-0.209326
62712,-0.121803
65292,-0.33035201
65894,-0.070655704
71753,-0.31204699999999996
72013,0.35459
72231,-0.38999999
72372,-0.20514699999999997
74740,-0.41
74754,-1.0288301
75625,-0.56
76545,0.35065799999999997
76746,-0.039999999
76844,-0.50999999
77668,-0.34999999
77865,-0.56
79508,-0.43000001
79956,-0.012345700000000001
80133,-0.54000002
81455,-0.34641501
82168,-0.31
83334,-0.40000001
83973,-0.56293398
84845,-0.097261801
85282,-0.19
87323,-0.263843
87748,-0.5
467,-0.39849201
671,-0.33204299
1225,0.14
1948,-0.81999999
2844,0.38999999
3795,-0.69805598
4021,-0.15000001
4419,-0.059101999
4828,-0.36014199
5587,-0.57198
5753,-0.5
7037,-0.38846901
7335,-1.41
8593,-0.91000003
8717,-0.70999998
9493,-0.21923999
10353,-0.28999999
10435,-0.54000002
10469,-0.5
10757,-0.08672030300000001
11412,-0.52999997
11915,-0.31293499
12647,0.062125001
13845,-0.41579499999999997
16189,0.009806670200000001
16679,-0.81999999
16695,-0.54000002
17212,-0.54000002
18023,0.34620699
18239,-0.637977
19086,-0.51999998
20574,-0.38999999
21800,-0.080156699
22018,-0.76999998
23005,-0.243083
23714,0.02
24012,-1.71
24290,-0.75999999
25235,0.22
26036,-0.61000001
26217,0.26823401
26412,0.299245
26556,0.23267099
27834,-0.80000001
28789,0.23568299
29027,-0.201746
29697,-0.055563599000000005
30876,0.156497
31110,-0.34329399
31359,-0.81999999
31678,-0.13226099
31839,-0.45668101
31850,-0.63
32422,0.16
34373,-0.32810399
35369,-0.32198000000000004
35743,-0.046676099000000006
36411,-0.46000001
37177,-0.183072
37390,-0.33647099
37766,-0.18898401
38640,-0.080306798
40064,0.039723199
40310,0.28970799
40684,-0.37933001
41203,-0.12579100000000001
45735,-0.118328
46724,-0.392306
47128,0.047010999000000005
48066,-0.31999999
48899,-0.23635100000000003
49097,-0.0142054
49310,-0.44000900000000004
50274,-0.019904599999999998
50729,-0.73000002
51150,-0.37
51573,-0.69999999
52321,-0.13001101
52542,0.114327
52924,-0.40000001
53172,-0.077188298
53188,-0.13283201
53614,-0.321446
55916,-0.239094
56402,-0.24842899999999998
56988,0.19063701
57184,-0.044350799
58294,-0.44
58452,-0.41604799
58833,-0.069042698
59260,-1.0700001000000001
59857,-0.174372
60762,0.13348299
61317,-0.274088
61359,0.12148099999999999
61572,0.063848399
62134,-0.21138
62510,-0.30537
62523,0.041622799
63209,-0.30647399999999997
63496,-0.10368699999999999
63887,0.28461099
63889,-0.148977
63901,0.12781499
64052,-0.44
64241,0.17616400000000002
64387,-0.43364999
64725,-0.44921300000000003
64852,0.267773
65079,-0.104235
65169,-0.176465
65653,-0.28191799
65656,-0.07116559900000001
65798,-0.59614903
65804,-0.14477199
65857,-0.23999999
66902,-0.30000001
68214,-0.53915399
68633,-0.39551499
69372,-0.83999997
69657,-0.12173800000000001
70652,-0.12784
71609,-0.09124469800000001
71730,-0.48113
72045,-0.62418503
72407,-0.46000001
72696,-0.398729
73304,-0.98000002
73485,-0.22
73997,-0.284578
74086,-0.33805001
74807,-0.47999999
75226,0.23478401
75917,-0.44
77938,0.044754699
78319,-0.69600201
78360,-0.014381399999999999
78659,-0.58999997
78696,-0.58698797
79784,-0.51999998
80197,-0.62
80518,0.13688999
80719,-0.323302
80998,-0.57999998
81338,-0.28416499
81406,-0.68000001
81464,-0.46000001
81523,-0.63920599
81858,-0.50979698
82008,0.16845
82202,-0.72000003
82851,-0.33316799999999996
82952,-0.47090699999999996
83078,-0.18336201
83388,-0.51285702
83520,-0.26756599999999997
83921,-0.072740898
84182,-0.48460600000000004
85111,-0.30276999
85234,-0.117126
85263,0.15031201
85374,0.032181799
85573,0.152227
85575,-0.67000002
85801,-0.19967000000000001
85918,-0.141533
86588,0.32154301
86708,-0.57448101
87113,-0.126343
87600,0.249433
87703,-0.44324401
87784,-0.97000003
88008,-0.020015899
88383,-0.084165901
88660,0.19557101
88664,-0.69
88888,-0.72443199
89075,-0.159952
89236,-0.38305700000000004
89238,-0.224813
89727,-0.52247
90129,0.0
41,-0.67075801
104,-0.28880101
309,-0.31418201
460,-0.11040599999999999
462,-0.450636
2344,-0.33978099
2539,0.07267169700000001
2841,-0.179271
2937,-0.68032801
2942,0.066628002
4038,-0.54390299
4344,-0.42876399
4889,0.09617149800000001
4940,-0.50474298
4944,0.012567100000000001
4985,-0.569538
5166,-0.40411499
5224,-0.155441
5887,0.077850297
6336,-0.236672
6471,-0.55671698
6605,-0.23481201
6689,-0.060214501
6885,0.26079699
6890,-0.88
7057,-0.179562
7153,-0.048550300000000005
7383,0.0273195
7414,-0.31523499
7493,0.35556599
8040,-0.67000002
8173,0.0065135001
8533,-0.106058
8541,-0.56999999
8968,0.08880429699999999
8986,-0.20514099
9481,-0.81
9578,0.029999999
10238,-0.35055301
11642,0.151548
12145,0.26789999
13418,-0.10874500000000001
13421,0.14036600000000002
14408,-0.14722000000000002
14507,0.06587559700000001
15702,-0.33334699
15815,-0.52999997
16127,-0.141404
16904,0.157387
17544,-0.38480201
17620,0.10718299999999999
17678,0.021537599999999997
17843,-0.93028897
18046,0.146625
18116,-0.209968
18878,-0.0044181398
19368,-0.072718203
19786,-0.463085
20032,0.032211602
20686,-0.52999997
20692,-0.10483800000000001
20900,0.073545597
21271,-0.41
21491,-0.80000001
23395,-0.44
23640,-0.60000002
24782,0.23683301
25611,-0.31
26784,0.08526779699999999
26962,0.181473
27758,-0.39277101
29781,-0.114373
30218,0.26233599
30559,-0.51880401
30644,-0.53894103
31056,-0.83999997
31065,0.19170099
32122,-0.23709001
33496,-0.69666702
33893,-0.39859599
34072,0.08256849599999999
34469,-0.83999997
34572,-0.211348
34766,-0.93000001
34820,-0.41
34875,-0.171628
34897,0.0100166
35024,-0.31782401
35209,-0.38894701
35713,-0.0093222996
35903,0.121833
36136,-0.40526
36439,-0.51999998
36608,-0.27727699
36720,0.26799899
37161,-0.30557199999999995
38089,-0.593862
38296,-0.232731
39397,0.032707401000000004
39808,-0.65194398
40040,0.34067401
40240,0.018536801000000002
40815,-0.28149399
40817,0.16906001
40882,-0.58978403
41105,0.06686689700000001
41252,-0.214044
41253,0.065233603
41768,-0.44201401
42135,-0.02
42334,-0.64999998
42716,0.028239399
43659,-0.55658501
43662,-0.496546
44236,0.032080699
44860,-0.34799701
47093,0.08527080000000001
47882,-0.80000001
48170,0.033496998
49527,0.15048701
50216,-0.478017
50304,-0.43566799
50424,-0.23
50463,-0.26431701
52087,-0.40051699
52645,-0.44
53195,-0.179455
53681,0.073919497
53851,0.034455799
53861,0.15621699
54062,0.084787399
54369,0.04547930099999999
54373,-0.35507399
55232,-9.651490100000001e-05
55997,0.100381
56163,-1.0
56213,-0.09319929800000001
56491,-0.44639399999999996
57916,-0.140701
58096,-0.55000001
58100,-0.109898
58318,0.202225
58477,-0.54333299
58541,-0.396613
59413,-1.0700001000000001
59854,0.20784
59855,-0.35372099
60641,-0.42118299
60816,0.045573699999999995
60837,-0.27000001
61799,-0.15320999999999999
61968,-0.12
62397,0.343346
62805,-0.36129299
63022,-0.38758299
63618,0.035874501
64527,-0.15223599999999998
64786,0.096945003
64799,0.062904596
65159,0.09069210300000001
66294,-0.193607
67570,0.30072901
67577,-0.75
67741,-0.54500002
68011,-0.0089935102
68077,-2.02
68282,0.55000001
68433,-0.0108137
68557,-0.57999998
69286,-0.76999998
69791,-0.124599
70091,-0.50999999
70165,-0.21573099
70413,-0.053304899
70602,-0.37724301
71016,-0.0578673
71192,-0.029999999
71437,-0.378831
71480,-0.41293299
71482,-0.15123499999999998
71973,-0.33000001
71996,-1.24
72020,-0.30015701
72201,-0.074464299
73025,-0.75
73200,-0.16711600000000001
73412,-0.25723001
74650,-0.75
74914,-0.19697399
75814,-0.054030999999999996
75940,-0.565
76556,-0.26890701
76673,-0.238197
77628,0.0046854499
77813,-0.08552800099999999
78270,-0.13855699999999999
78301,-0.47604501
78631,-0.565
78870,-0.26958701
79345,-1.11
79912,-0.43000001
80184,0.41089901
81268,0.28999999
82006,-0.0098045999
82452,-0.068988599
82935,-0.181329
83341,-0.13500001
83384,-0.75
83711,-0.6977300000000001
83791,-0.083895199
84000,0.0282408
84232,-1.03
84356,-0.805538
85340,-0.54000002
86579,-0.74000001
86973,-0.58999997
88371,-0.279652
88986,-0.028692400000000003
89410,-0.46029499
90104,-1.01
90337,-0.63999999
90422,0.13762
127,-0.50999999
190,0.099030003
431,0.193431
442,-0.70999998
643,-0.181825
1427,-0.27716601
2677,-0.210306
3039,-0.98000002
4167,-0.56
6082,-0.27000001
6466,-0.15508901
6513,0.039999999
6517,-0.580966
6872,-0.34999999
7187,-0.023984101
7221,-0.53072703
7224,-0.41588899
7350,0.017663499
7561,-0.22299699
7624,0.0
7964,-0.405
8316,-0.077447399
8513,0.157645
8803,-0.21522399999999997
9106,-0.0098508298
9112,-0.18318599
9185,0.00669879
9837,-0.69999999
10558,-0.067487597
10616,0.199999
10912,-0.49000001
11555,0.22385301
12791,-1.04
13036,-0.30175501
13569,-0.38
14714,-0.184954
15207,-0.375
15373,0.21961999999999998
15394,-0.34
15949,-0.89999998
17024,-0.23999999
17386,-0.80000001
17519,0.0261687
18737,-1.03
20689,-0.75
20711,-0.34999999
20954,-0.16053699999999999
21009,-0.22
