,ID,Teff,logg,MH
76864,33104307,5605.0,3.9768801,
76869,33166420,6219.0,4.0606899,
77024,143144122,6464.0,3.7611599,
77070,153097662,6184.0,4.040999899999999,
77071,153097670,5730.0,4.3903499,
77193,153181028,5724.0,4.4847698,
77267,153164939,5654.0,4.30861,
77284,153121092,5567.0,4.1609502,
77299,33166790,6369.0,4.384029900000001,
77383,153164700,6105.0,4.202119799999999,
77472,153121165,5830.0,4.3828402,
77475,153181443,6532.0,4.1336699,
77603,153181277,5619.8999,3.4262900000000003,-0.22
77690,33167112,5520.0,3.5215398999999996,
78013,153097047,5825.0,3.6456201,
78116,100761697,6485.0,4.2687998,
78215,143106828,6287.0,3.7722499,
78254,153165057,6374.0,3.98809,
78281,153165363,7682.0,4.11134,
78366,153164832,5831.0,4.577429799999999,
78461,153165245,5743.0,4.1911602,
78944,33166960,5081.0,4.638209799999999,
78971,37001498,6566.4902,4.219029900000001,-0.50314403
79116,153181178,6109.0,4.0976900999999994,
79167,153096885,5764.0,4.016950100000001,
79219,153181923,6305.0,4.0290699,
79286,153164655,6224.0,4.43507,
79318,153181320,6052.0,4.0136199,
79323,153181384,6608.0,3.96696,
79369,153097244,6775.0,4.2624102,
79520,153181470,6474.0,4.2202500999999994,
79557,153097439,6489.0,4.35533,
79576,153182178,6560.0,4.0896301,
79580,153182274,6405.0,4.2941899,
79777,153212696,6311.0,4.50525,
79809,153097359,4840.0,4.3210301,
79896,153165127,5393.0,4.3955002,
79968,153182459,6466.0,4.0487599,
80186,153182937,5698.0,4.38099,
80262,143169108,6056.0,4.0654202,
80527,37116590,5895.0,4.41295,
80591,153166552,5743.0,4.5041199,
80631,153183114,4463.0,4.616129900000001,
80714,153166381,6896.0,4.0718098,
80739,153097069,6218.0,4.4548702,
80780,153121546,6238.0,4.272429900000001,
80788,153121153,5798.0,4.3221402,
80792,153121207,5506.0,4.342599900000001,
80812,153165559,6310.0,4.0705599999999995,
80894,153181268,6216.0,3.51336,
80911,143204488,6030.1201,3.8325701000000003,-0.249906
80933,153166542,6161.0,3.5599,
81050,153166698,6200.0,3.9146099000000003,
81158,37116649,5888.0,3.9856800999999997,
81180,153165921,6389.0,3.7069398999999996,
81232,153165860,6106.0,4.489160099999999,
81338,37001577,5741.0,4.542389900000001,
81362,153097335,5818.0,3.8887701,
81388,153166036,6157.0,4.0767899,
81470,153181102,5813.0,3.7783301,
81580,37116673,10754.0,4.2414198,
81586,153121596,6417.0,4.0057502000000005,
81597,153166126,6512.0,4.1083398,
81692,153181762,5751.0,4.55865,
81732,153097807,6593.0,4.15589,
81744,153121452,6908.0,4.183269999999999,
81824,153181416,5762.4102,3.5268699999999997,0.0
81996,37116698,6199.0,4.3453398000000005,
82114,153181967,7476.0,3.65098,
82118,153182067,6106.0,4.0385399,
82164,153121786,5142.0,4.518879900000001,
82206,153164562,5643.0,4.3519602,
82339,153121214,5388.0,4.4354,
82436,153181764,5749.0,3.8629601000000005,
82451,153166389,5437.7998,3.8430400000000002,0.050000000999999995
82581,153121293,5110.0,4.4279199,
82713,153181621,6207.0,3.9445701,
82733,153121054,6233.0,4.4573598,
82735,153121093,5805.0,4.2518001,
82764,153164896,5607.0,4.0258198,
82808,153212626,5494.0,4.5792599,
82830,153164770,5485.0,4.3182802,
82916,153121126,6808.0,4.23418,
82992,153121720,6854.0,3.8942001000000004,
82998,37116771,6606.0,4.26371,
83037,37001643,5478.0,3.5550101,
83040,37001646,6108.0,4.4713898,
83051,153182113,6476.0,3.95434,
83081,153181169,4836.0,4.5988898,
83084,153181198,6507.0,4.0834999,
83186,153121771,5528.0,4.4160399,
83194,153181619,6391.0,3.71175,
83238,37001649,6259.0,4.08776,
83269,153181105,6285.0,4.1710601,
83492,153181341,7105.0,3.97718,
83527,153165170,6018.0,4.4295200999999995,
83559,143230000,5520.3198,4.3904901,0.11991900000000001
83586,153164648,5177.0,4.5047898,
83613,153182837,6750.0,3.7004900000000003,
83616,153182927,5967.0,4.485189900000001,
83627,153182126,6467.0,4.06458,
83739,153165664,6459.0,4.386660099999999,
83945,153165923,6031.0,4.0919299,
84005,153182114,6041.0,4.3945398,
84015,153165271,6454.0,3.75529,
84077,153182524,6377.0,4.17556,
84122,153165958,5730.0,4.07759,
84188,153212489,6246.0,3.8337199999999996,
84308,153166074,4157.0,4.6423202,
84432,153182385,5299.0,4.188720200000001,
84547,153182018,6349.0,4.1444302,
84672,153182793,5720.0,4.1708899,
84754,153181916,5658.0,4.5492101,
84804,153213103,5783.0,4.0068698,
84811,37198991,6597.0,4.1630201,
84895,153182887,6301.0,4.1349201,
85003,37116903,6898.0,3.78548,
85200,153165720,5364.0,4.4476199,
85399,153165753,6146.0,4.22996,
85414,37116922,6513.0,4.0901299,
85476,153166061,6481.0,4.1574001,
122,37116950,5726.0,3.9360299,
239,153181007,5180.0,4.5623398,
324,153165967,6345.0,4.1981001,
556,153180924,5945.0,4.0233498,
573,143230028,6565.4502,4.0736899,-0.13761701
599,37116605,6405.0,4.35291,
908,153212674,6412.0,4.113979799999999,
955,153182726,6278.0,4.3165898,
1007,143230041,6193.02,3.9436199999999997,-0.43519399
1053,37199160,6275.0,4.2891502,
1121,153165939,6064.0,3.8681300000000003,
1191,153166322,6033.0,3.8940898999999995,
1350,153212753,6030.0,3.9987800000000004,
1405,153166325,6324.0,4.1103702,
1442,143230054,6169.0801,4.1222,-0.023559
1942,37199309,5952.0,4.17802,
2212,153166573,6897.0,3.7986701000000003,
2260,153180901,6313.0,4.336579799999999,
2261,153180973,5380.0,4.5118999,
2352,37116712,6376.0,4.2736201,
2356,37116718,6047.0,4.3583298,
2359,37199346,6008.0,4.0941801,
2425,153213408,6390.0,3.9455400000000003,
2480,153181353,6356.0,4.22961,
2577,37116733,6480.0,4.133140099999999,
3047,153181043,5665.0,4.0802498,
3193,37199443,6258.0,4.151909799999999,
3219,37001825,6188.0,3.9536800000000003,
3226,143271647,7725.0,4.139870200000001,
3435,37199492,6005.0,3.9902799,
3494,153182934,5818.0,4.2755399,
3501,153212959,6173.0,4.3426299,
3616,153182065,5489.0,3.5939400000000004,
3689,37116812,5752.0,4.5063901,
3696,153183053,6268.0,3.8737099,
3700,153212446,5487.0,4.109250100000001,
3763,153182174,5999.0,4.19309,
3810,37117217,5526.0,4.579,
3907,153212616,7894.0,4.2111502,
4030,37117228,7215.0,3.63045,
4440,37117254,6254.0,4.22054,
4488,153181963,6199.0,4.3400998,
4519,37001867,5832.0,3.9178900999999997,
4534,37116877,6616.0,4.3298898,
4637,153182800,6240.0,3.9989800000000004,
4760,37001877,6899.0,4.03863,
4898,153213075,6602.0,4.342239900000001,
4986,37001881,6576.0,4.174169999999999,
5125,33166581,4067.0,4.290329900000001,
5170,33166660,5501.3501,3.7220299,0.0
5227,153183090,6113.0,4.43291,
5361,37117358,6340.0,3.8601099999999997,
5444,37001895,5897.3999,3.5701301,-0.1
5457,37116945,9136.0,4.3811002,
5601,33167202,5923.0,4.4986501,
5658,153213145,6095.0,4.2799100999999995,
5663,153213162,6649.0,4.2688899000000005,
6061,153212902,6430.0,4.1317701,
6164,37117445,5541.0,4.40907,
6200,37001931,6015.0,3.5947299,
6225,153213242,5836.0,4.37464,
6640,37117023,5875.0,4.2027102,
6746,37198432,6103.0,4.5504498,
6982,153213484,6529.0,3.7292398999999996,
7115,37117042,6683.0,4.272170099999999,
7327,37117053,6025.0,3.88764,
7579,37198483,6229.0,4.304029900000001,
7675,143313562,5477.0,4.484620099999999,
7685,37001993,6132.0,4.16857,
7927,37002006,6135.0,4.1448998,
8459,37198524,7577.0,4.2457099000000005,
8513,37002033,7076.0,3.88942,
8665,160327330,5722.0,4.41081,
8667,160327332,6490.0,3.84675,
8669,160327334,6405.0,4.314539900000001,
8850,160327339,6114.0,4.366179900000001,
9264,160349172,5440.0,4.5415802,
9320,37300979,5637.0,3.9925398999999997,
9350,37002077,5995.0,4.0566502,
9604,37117256,6040.0,4.399270099999999,
9985,37301002,6414.0,3.9140699,
10023,37198620,5504.0,4.50071,
10190,37117306,6284.0,4.0040797999999995,
10205,37198629,4913.0,4.5040698,
10508,37002117,6150.0,4.0610199,
10580,37117327,6479.0,4.0676398,
10839,160349244,6541.0,3.9973300000000003,
10936,37117368,6221.0,4.2456198,
10960,37198670,6281.0,3.8942101000000005,
11019,160380020,6002.0,4.1424198,
11278,160380031,6738.0,4.2851501,
12244,37002190,6613.0,4.26858,
12382,37352004,5962.0,4.3120599,
12814,37002210,6241.0,4.0985498,
13017,201423030,6469.0,4.265679799999999,
13198,201423039,5301.1001,4.2618799,-0.0099999998
13257,201386595,6477.0,4.172570200000001,
13450,37117526,6355.0,4.3074598,
13546,37301161,6636.0,4.2121701,
13696,37198806,6205.0,4.4636402,
13698,37198808,6437.0,3.97645,
13788,37543730,6982.0,3.8631001000000005,
13845,37352365,6432.0,4.2453699,
13923,201423062,7234.0,3.9539399,
14036,37352375,5701.0,4.13938,
14081,37198819,6427.0,3.7614501000000002,
14222,37352414,6686.0,3.89992,
14417,37352464,6440.0,4.2643699999999995,
14654,37198847,4871.0,4.49298,
14665,37002281,5286.0,4.6880298,
14846,37002291,6200.0,3.8080599000000004,
14926,37117583,6451.0,3.97579,
14931,37117588,5439.0,4.6373501,
15165,201430504,6536.0,3.6988201000000003,
15195,37198883,6501.0,4.1113501,
15311,37301238,6166.0,4.439070200000001,
15313,37301240,6860.0,3.8456199,
15461,37301248,6310.0,4.2907,
15484,37117613,7507.0,3.9358301,
15675,37301264,6475.0,4.1175599,
15767,37002329,5885.0,4.02389,
15937,37198922,6552.0,4.2579398,
16255,37352775,7861.0,4.2288098,
16282,37002360,4749.0,4.3369699,
16411,37352818,9551.0,3.76703,
16437,37002375,6449.0,4.3073401,
16454,33166535,6951.0,4.230120200000001,
16868,37543866,5404.0,4.214409799999999,
16929,37352918,6468.0,3.87638,
17059,33167221,4676.0,4.55791,
17301,37117703,6230.0,4.3414402,
17372,37543897,6667.0,4.3203502,
17404,37002417,6020.0,3.7678699,
17444,201469666,6542.0,3.9981,
17536,37543912,5653.0,4.3798399,
17617,37301376,6156.0,4.1783199,
17699,37117720,5588.0,4.5135398,
17704,37545119,6144.0,4.4059401,
17869,37117723,6371.0,4.0841098,
17927,37543927,5903.0,3.6272099,
18055,37440796,5512.0,4.1646099,
18190,37117736,6451.0,4.136429799999999,
18231,37301402,5697.0,4.1560602,
18287,201497018,6743.0,4.17312,
18364,37117744,6360.0,4.22609,
18436,37543945,5858.0,4.56007,
18437,37543946,5690.0,4.0662398,
18461,37002456,5921.0,4.147819999999999,
18480,201497025,4966.0,4.5238099,
18688,37387081,5735.0,4.45507,
18968,37440892,5337.6001,4.2922502,-0.63
18987,37543976,6240.0,4.0304999,
19014,37002498,6553.0,3.94257,
19104,705975588,6358.0,4.2206998,
19159,37440931,6031.0,4.41434,
19198,37002509,6461.0,4.3069901,
19243,37199128,6719.0,3.9095199000000003,
19529,37074170,6363.0,4.089839899999999,
19563,37387119,6072.0,4.492579900000001,
19627,37117798,5783.0,4.41254,
19642,37544005,5094.0,4.648320200000001,
19652,201526864,6119.0,3.6970799,
19709,37074185,5266.0,3.7290900000000002,
19871,37659746,5959.0,4.1809201,
19941,37199166,6428.0,3.9496801,
19954,37117810,5913.0,4.35467,
20037,37659753,5750.0,4.45188,
20038,37659754,6453.0,4.2669802,
20041,37659757,6078.0,4.52033,
20154,124747513,6982.0,4.1954598,
20220,37074213,5977.0,4.1346302,
20278,37117822,6399.0,4.0684299,
20330,201526895,6285.0,3.8718901,
20480,37199199,6364.0,3.9577601000000002,
20493,201526903,4719.0,4.5755400999999996,
20551,37659775,6700.0,4.21556,
20784,37544051,6277.0,3.9052401,
20968,37544060,7689.0,4.272469999999999,
20979,37199221,10239.0,3.9058398999999997,
21037,37659795,6651.0,4.17556,
21460,37199250,6039.0,4.0659099,
21648,37545398,5873.0,4.3671498,
21709,37661051,5822.0,3.5417398999999996,
21906,37074293,5751.0,4.539949900000001,
21922,37301560,5291.0,4.4003401,
21964,37301566,5402.0,4.1614299,
21994,37441178,5983.0,4.24581,
22019,37742286,6223.0,4.2457399,
22489,37441237,5310.0,4.5109901,
22548,37199326,6451.0,4.1596498,
22665,37301596,5721.0,3.7810699999999997,
22696,37074346,5644.0,3.63499,
22824,37301611,5985.0,4.141830000000001,
23340,37301628,6368.0,4.1996101999999995,
23438,37545534,4369.0,4.64469,
23477,37742356,6237.0,4.0218501,
23784,37545550,5971.2002,3.6990298999999998,-0.25999999
23844,37301650,6384.0,4.2311602,
23941,37387337,6288.0,3.9985001000000002,
23944,37387340,7369.0,4.06074,
24017,37742376,5839.0,3.7692498999999997,
24158,37441386,5989.0,4.171929799999999,
24200,37742383,6045.0,4.427239900000001,
24276,37387359,4305.0,4.6118302,
24355,37441394,6401.0,4.4208102,
24374,37742390,5833.0,4.251979799999999,
24388,37301694,6439.0,4.3734198,
24638,37074428,5367.0,4.6310301,
24765,37661238,6005.0,4.0682302,
24937,37661247,5829.0,3.9144599,
25046,37772958,6269.0,3.7211599000000004,
25071,37545623,5679.0,4.4608498,
25121,37301736,6567.0,4.1241002,
25169,37387396,6270.0,4.383470099999999,
25182,37074454,6097.0,4.2354898,
25188,37074460,5492.0,4.2121300999999995,
25245,37545640,6664.0,3.9521401,
25504,37660003,6643.0,4.3293800000000005,
25544,37773070,5348.0,4.4614301,
25695,37387419,6742.0,3.9486301,
25727,37773129,5568.0,4.4747901,
25766,37545669,5546.0,4.4926701,
25769,37545673,4289.0,4.5544701,
25793,37661291,6269.0,4.0889802,
25794,37661292,6614.0,3.6259601000000004,
25917,37773160,6003.0,4.4703102,
26196,706430751,6239.0,3.4107498999999994,
26267,231312636,5458.79,3.7481998999999995,-0.050000000999999995
26281,37199523,8767.0,4.3856502,
26382,37544286,6014.0,4.1388402,
26498,37742484,6478.0,3.6955199,
26503,37441549,5968.0,4.246950099999999,
26591,37074517,4296.0,4.6384602,
26610,37773338,5863.0,4.0978297999999995,
26706,37301795,6623.0,4.25068,
26753,37544303,6495.0,4.1182599,
26761,37910912,6544.0,4.0377498,
26956,37910921,6042.0,4.4590702,
26962,37545727,6362.0,3.77105,
27038,37199553,10664.0,4.3966297999999995,
27059,37742504,5357.0,4.4691801,
27193,37660074,7299.0,3.9944201,
27247,124843706,5839.0,4.1612201,
27291,37661369,6081.0,3.9769001000000004,
27362,37910957,5497.0,4.5149102,
27438,37199572,6067.0,4.1274099,
27460,37742516,6307.0,3.8072901,
27478,124843723,6635.0,3.6407498999999994,
27603,37660082,6137.0,4.414020099999999,
27658,37742526,5840.0,4.38627,
27663,37301832,6719.0,4.10114,
27664,37301833,5535.0,3.8408898999999996,
27689,37661389,6055.0,4.3983598,
27739,37441672,7124.0,3.8859501000000005,
27741,37441675,6207.0,3.98821,
27950,37441683,3825.0,4.6623302,
28072,37661404,7378.0,4.0197201,
28130,37911088,5594.0,3.6498001,
28161,37387518,6209.0,4.288479799999999,
28315,37544362,6779.0,4.2669802,
28582,37074589,5133.0,4.6363401,
28795,37199625,5347.0,4.2932401,
28833,37301880,6347.0,4.3555198,
28839,124851413,5642.0,4.4467101,
29016,37301884,5617.0,4.5093999,
29026,124851421,5939.0,3.9271300000000005,
29039,37661444,5806.0,3.8291800000000005,
29103,38023962,6347.0,4.26829,
29233,37661458,6384.0,3.9458301,
29296,38023972,4960.77,4.3433299000000005,0.062939301
29302,38023980,6220.0,4.3582802,
29322,37544402,5455.0,4.1735802,
29326,37545850,6241.0,4.4623098,
29327,37545852,7106.0,4.0194402,
29366,37074619,4693.0,4.483719799999999,
29423,37661463,6327.0,3.9732699,
29483,38023984,5259.0,4.647359799999999,
29519,37660153,6030.0,4.297339900000001,
29812,37661479,6044.0,4.046820200000001,
29941,37118231,6127.0,4.5180302,
30122,37660176,5085.0,4.5961299,
30368,37074652,4186.0,4.6219902,
30481,38024051,6143.0,3.8579299,
30498,37742630,6119.0,3.9841599000000003,
30543,37387609,5954.0,4.5164800000000005,
30587,37074661,5922.0,4.2719402,
30798,37661519,5814.0,3.8130300000000004,
30891,37441870,6337.0,4.2669802,
30965,37387625,6167.0,4.0138302,
31127,37742654,5877.0,4.0124797999999995,
31221,37790804,9543.0,4.14924,
31553,37387644,6005.5,3.5325601000000004,-0.44999999
31578,37301980,6019.0,4.1192098,
31662,37790818,6553.0,4.2786798,
31690,37441930,6259.0,4.5448298,
31766,37387653,5552.0,4.5398402,
31857,38024141,5746.3501,3.86485,0.12039200000000001
31956,37660237,5464.0,4.50138,
32019,37074709,6286.0,4.107920200000001,
32171,37546005,5233.0,4.437130000000001,
32172,37546006,5335.0,4.273109900000001,
32198,49614970,6400.0,4.2327699999999995,
32549,37544516,5953.0,3.96329,
32554,37441978,6396.0,4.237,
32589,37911475,6517.0,4.27037,
32639,49614983,6288.0,4.314360099999999,
32767,37074732,6968.0,4.2922502,
32833,37546042,5679.0,4.4344201,
33055,37387690,3983.0,4.7080898,
33193,37074745,5412.0,4.5385199,
33196,37199766,5676.0,4.2091599,
33272,49615006,6242.0,3.80128,
33322,38024219,6475.0,4.0289998,
33336,37661607,5360.0,4.58461,
33396,37074752,6705.0,4.21314,
33400,37199774,6067.0,4.3406801,
33410,49700518,6500.0,4.2761002,
33453,37546067,6111.0,3.8725300000000002,
33468,37660289,6897.0,3.54054,
33498,37302048,9268.0,4.1312399,
33534,38024221,5832.0801,4.079050100000001,-0.062205601
33574,37544549,6135.0,4.20259,
33606,37498806,6713.0,4.0272498,
33680,37660299,6720.0,4.1432199,
33683,49615022,6806.0,4.2646098,
33770,37118356,6230.0,4.42349,
33830,37199790,6418.0,4.1476898,
33832,37199792,6671.0,3.7385001000000004,
33852,37742742,6524.0,4.322169799999999,
33883,37387721,5543.0,4.27988,
33898,49615034,4455.0,4.2885098,
34073,37742751,9996.0,3.61409,
34153,37661635,5835.0,3.9388299,
34281,37911624,6806.0,4.3175101,
34591,37302080,7007.0,4.0314202,
34655,37544584,6393.0,4.0618701,
34713,37742775,4990.0,4.53757,
34908,37118389,6813.0,4.1447902,
34918,37199826,5887.0,4.10497,
35023,37302099,6662.0,4.3192501,
35261,37790951,5746.0,3.32902,
35298,37544606,6399.0,4.10039,
35367,37074811,6330.0,4.0357599,
35427,37546159,5368.0,4.4486499,
35577,37074818,6514.0,3.7503099000000004,
35706,37302125,5774.0,3.99385,
35845,38024370,5789.7998,3.7709898999999996,0.28325999
35871,37546181,6173.0,4.24751,
35994,37118425,4861.0,4.6296301,
36011,37074837,6449.0,3.8578801,
36014,37387782,6113.0,4.4841099,
36247,49615124,6290.0,4.3974199,
36298,37790980,6537.0,3.4885099000000004,
36372,37546204,6207.0,4.4261197999999995,
36407,37498907,6169.0,4.1117301,
36433,37199877,5396.0,4.3263998,
36496,38024415,5689.0,4.42591,
36801,37546220,6168.0,3.9605099999999998,
36948,37911925,6276.0,4.37604,
36976,49700635,6294.0,4.2096,
37214,37742863,6287.0,3.88835,
37246,37498939,6153.0,4.2002501,
37391,37302188,5979.0,4.4726099999999995,
37414,37911962,5933.0,4.1623201000000005,
37444,37498942,4930.0,4.3078799000000005,
37484,37118476,5512.0,3.6673501,
37539,37661754,5514.0,3.5572901,
37873,37912006,5931.0,4.31007,
37920,37199922,7543.0,4.3519001,
37929,37074899,5878.0,4.1671,
37978,38024483,5003.0,4.6044502,
38192,38024503,5613.0,4.519760099999999,
38353,37387865,6239.0,4.244229799999999,
38404,37791054,5882.0,3.87486,
38414,37302221,6303.0,4.2771301,
38421,49700682,5679.0,4.3740902,
38439,37544711,5938.0,3.8670299,
38520,37118507,6408.0,4.2116098,
38555,37199946,6281.0,4.225460099999999,
38596,37661794,6630.0,4.1293898,
38610,37791058,6234.0,4.2293701,
38767,37199949,6551.0,4.3116002,
38827,49615228,6614.0,3.8349099,
38830,49615231,5594.0,3.9793301,
39258,37074938,6740.0,3.7678298999999997,
39324,37912130,5910.0,4.66365,
39545,37912172,6591.0,3.8720901,
39569,37742936,6754.0,3.9039599999999997,
39588,37118548,5365.2002,4.0844402,0.17
39612,37791092,6476.0,3.8298900000000002,
39672,37387910,6565.0,3.8417201000000003,
39690,37074957,6616.0,4.0844102,
39832,37791102,6238.0,4.2714801,
40075,49700743,5911.9302,3.5440699999999996,-0.25592101
40177,37499033,5710.0,3.6027801,
40206,37742956,6697.0,4.227779900000001,
40250,37791114,5539.0,4.2751999000000005,
40283,49700749,5810.5,4.4316502,-0.045383300999999994
40421,37742969,6754.0,4.3148799,
40532,37200010,5821.0,4.5334401,
40613,37544779,6504.0,4.0728598,
40640,37546417,6650.0,4.2128401,
40669,37152317,5862.0,4.5865697999999995,
40757,37074992,6789.0,4.010769799999999,
40927,49700768,6272.4199,4.29741,-0.16730899999999999
40931,49700772,8137.0,4.2035799,
40954,37200018,6565.0,4.2361797999999995,
41165,37200028,5926.0,4.08039,
41319,49700780,9309.0,4.14886,
41357,37152332,6576.0,4.1765498999999995,
41451,37912300,6085.0,3.7565701000000002,
41465,37544807,6304.0,4.0300101999999995,
41468,37544810,6929.0,4.02458,
41507,49665007,6535.0,3.82954,
41606,37075015,5538.0,4.56458,
41650,37499087,6784.0,3.8148201,
41680,37544819,5757.0,4.5802398,
41711,49665018,3829.0,4.68432,
42081,37075031,5801.0,4.3888998,
42116,37743019,6675.0,4.309,
42186,37660576,6120.0,4.48843,
42206,37661926,6251.0,4.362800099999999,
42233,37152365,6172.0,4.2702198,
42384,38024742,5704.0,4.3210502,
42396,37661937,6258.0,4.1047301,
42397,37661938,6504.0,4.256470200000001,
42398,37661939,5952.0,4.1761599,
42458,37603403,6285.0,4.1605,
42498,37200069,6506.0,4.2449899,
42529,37544843,5864.0,4.2774700999999995,
42555,37302368,7531.0,3.7323798999999998,
42568,49700827,5480.0,3.9674101000000004,
42689,37388011,6281.0,4.1086998,
42694,37912343,6037.0,3.9976599000000004,
42839,37661960,6807.0,4.3091998,
42949,37544857,6492.0,4.231730000000001,
42966,37743051,6412.0,4.03337,
43143,37075064,6154.0,3.8816099000000004,
43160,37544865,6193.0,4.14219,
43395,37302395,6342.0,3.9192901,
43537,37152407,7516.0,4.2668099,
43554,37200102,5661.0,4.4759698,
43686,37499157,4891.0,4.6249399,
43746,37152413,6536.0,3.9558101000000003,
43748,37152415,5880.0,3.96615,
43765,37200109,4867.0,4.5170102,
43807,37743079,6299.0,3.9539399,
43856,38024822,5221.0,4.2119699,
43942,37660632,5853.0,4.1089201,
44160,37603458,5307.0,4.36377,
44236,49665112,6373.0,3.85765,
44365,37603461,6455.0,4.2054801,
44567,37660651,4698.0,4.5564098,
44618,37544914,5476.0,4.559019999999999,
44659,49665132,7298.0,3.6041800999999998,
44686,38024874,6197.0,4.3715901,
44688,38024876,6649.0,3.65291,
44786,37603477,5947.0,4.3593402,
44787,37603478,6566.0,4.418590099999999,
44790,37152444,6177.0,4.008689899999999,
44872,49665134,5663.0,4.3565001,
44921,37662039,6749.0,3.83764,
44953,705988603,4820.0,4.6724600999999994,
45018,37388088,5606.0,4.4818101,
45076,37743119,5926.0,3.9208199999999995,
45113,49700908,5985.4199,3.5883300000000005,0.214452
45142,37662050,5008.0,4.6329398,
45152,37791278,7151.0,4.2688398,
45351,37662058,6392.0,4.0587802,
45352,37662059,7795.0,4.1626501000000005,
45505,49665157,5843.0,3.8127201,
45658,37388112,6598.0,4.255179900000001,
45683,37075151,6410.0,4.0433502,
46146,49665185,6104.0,4.18471,
46269,37660708,6398.0,4.3380399,
46398,49665195,5593.0,4.5192199,
46494,37152501,6125.0,3.8522,
46555,37743169,6154.0,4.4843502,
46702,37152508,5735.2998,3.7210300000000003,-0.40000001
46786,37302505,6259.0,4.493020099999999,
46945,37075194,6314.0,4.06459,
47001,37302510,6690.0,3.6537099000000004,
47013,49700974,6317.0,3.7782400000000003,
47030,49665222,5794.0,4.6126699,
47167,37544998,7008.0,4.21139,
47207,37743189,6544.0,4.0618601000000005,
47247,37499275,7202.0,4.1248298,
47329,37660745,5942.0,4.504919999999999,
47421,37743200,6260.0,4.3351898,
47433,37302527,5144.0,4.5121497999999995,
47437,49700983,5230.0,4.6054401,
47472,38025022,6696.0,4.01262,
47545,37660752,6460.0,4.2464900000000005,
47559,37152538,6554.0,4.1552701,
47582,37075215,4826.0,4.5296402,
47678,38025027,6593.0,3.9870501000000003,
47843,37743217,6613.0,3.97756,
47881,38025039,6405.0,4.1796598,
47964,37660766,5898.0,4.2785500999999995,
48055,37743226,6249.0,4.0918198,
48360,37912530,6293.0,3.99384,
48413,37152565,5772.0,4.2736502,
48742,49701031,6750.0,4.3201699,
48870,37545057,6467.0,3.9389701,
48874,37388220,6897.0,3.9891300000000003,
48954,37662196,6599.0,4.2016902,
49025,48539967,6034.0,4.39464,
49383,37075268,6735.0,3.9572898999999997,
49416,37302593,6814.0,4.3148197999999995,
49631,37302598,6428.0,4.3118099999999995,-0.09000000400000001
49999,49701071,6208.7598,4.0953498,-0.24726399999999998
50208,49701076,6391.0,4.3280301,
50247,37152623,6376.0,4.2622499000000005,
50387,37660841,5946.0,4.091070200000001,
50388,37660842,8261.0,3.9351298999999997,
50491,37743302,4947.0,4.5750098,
50573,37791455,6167.0,3.2363601,
50687,37200334,5531.0,4.5215998,
50691,37200338,6733.0,4.288780200000001,
50805,37545240,6371.0,4.186490099999999,
50832,37388284,6340.0,3.8905001000000006,
50852,38025221,5800.0,4.3010998,
50896,37152640,6292.0,4.3101201,
50926,37743315,6181.0,3.8604199999999995,
51001,48540031,5454.1001,4.5954499,-0.046780799000000005
51054,37603684,6596.0,3.83355,
51130,37075325,6389.0,3.98527,
51154,37743325,6211.0,4.3253102,
51339,37152656,6724.0,4.0862498,
51477,37545300,6129.0,4.1149402,
51497,37660877,6356.0,4.359729799999999,
51514,38025262,5945.0,4.1367102,
51565,37200364,9373.0,4.0513401,
51607,37302663,6407.0,4.27952,
51663,48540052,6184.0,3.9948599000000002,
51792,37152674,6160.0,4.2405900999999995,
51946,37660894,6309.0,4.2882199,
51966,49665397,5627.0,4.48701,
51977,37388328,6049.0,4.5471702,
52231,37200385,5980.0,4.31042,
52333,37912661,6065.0,4.29951,
52337,37545375,5660.0,4.3619399,
52423,37388339,6275.0,4.4043999000000005,
52589,49701152,6317.8701,4.2754698,-0.23147199999999998
52667,37200402,6059.0,4.1873202,
52678,37075373,5772.0,4.5170698,
52682,37075377,6304.0,3.9963701,
52736,48540086,6394.9902,4.2119002,-0.067340903
52739,37791520,6002.0,4.33255,
52964,37743379,5892.0,4.5274301,
52967,37743382,10297.0,4.1024499,
53003,37499467,5463.0,4.441420099999999,
53016,37545436,5333.8999,4.2728901,0.13
53076,37660929,5054.0,4.4648199,
53236,37545480,5970.0,4.3829899,
53565,48540113,6962.0,3.4906900000000003,
53580,37075404,5668.0,4.5264602,
53724,37603767,6376.0,4.0429300999999995,
53725,37603768,6385.0,4.01652,
53761,37152736,5990.0,4.4612699000000005,
53825,37075408,6606.0,4.25599,
53834,37499495,5552.0,4.6508098,
53868,37912704,7478.0,3.89785,
54021,37152740,6112.0,4.1155701,
54108,37662379,5665.0,4.2384701,
54163,37603778,6102.0,4.0674701,-0.52999997
54169,37660964,6896.0,4.2462101,
54247,37152748,6595.0,4.1586199,
54252,37200446,6278.0,4.3499197999999994,
54273,37499505,6444.0,4.4305401,
54335,37545574,5510.0,4.551420200000001,
54435,37791578,6439.0,3.65435,
54437,37791580,6423.0,3.7622199,
54452,37302754,6592.0,3.9415901,
54472,37200457,5727.0,4.4820199,
54509,49701219,6158.6602,4.03368,-0.36482501
54595,37743426,6402.0,3.94295,
54648,37791582,5645.0,3.48351,
54678,37388408,5513.0,4.45786,
54830,37660988,5478.6401,4.3654299000000005,0.36000001
54871,37791594,7182.0,4.243770099999999,
